scope,event_id,player,other_events_W,other_events_N,skill
development only,6a98fd1ba4272c53be6457c3,flipand11,47,85,0.19004360288786487
development only,6a98fd1ba4272c53be6457c3,flocky302,0,0,0.0
development only,6a98fd1ba4272c53be6457c3,frost22,16,25,0.4054651081081644
development only,6a98fd1ba4272c53be6457c3,hate_hardpeach,26,55,-0.09237332013101517
development only,6a98fd1ba4272c53be6457c3,isez,27,41,0.5212969236332861
development only,6a98fd1ba4272c53be6457c3,javiee333,59,110,0.13353139262452257
development only,6a98fd1ba4272c53be6457c3,karasutcgp,36,102,-0.5491078103370076
development only,6a98fd1ba4272c53be6457c3,lanora,81,148,0.17768117723745241
development only,6a98fd1ba4272c53be6457c3,liquidhunter,39,64,0.3829922522561057
development only,6a98fd1ba4272c53be6457c3,lolocatchem,13,31,-0.24512245803298496
development only,6a98fd1ba4272c53be6457c3,lv80mewtwo,21,68,-0.6931471805599453
development only,6a98fd1ba4272c53be6457c3,minato,140,222,0.5108256237659907
development only,6a98fd1ba4272c53be6457c3,morizou,18,45,-0.33024168687057687
development only,6a98fd1ba4272c53be6457c3,moserk,53,104,0.03509131981127019
development only,6a98fd1ba4272c53be6457c3,n7hs4,31,52,0.32542240043462795
development only,6a98fd1ba4272c53be6457c3,nakopol91,87,152,0.27329333499968134
development only,6a98fd1ba4272c53be6457c3,neophyte885,4,17,-0.6931471805599453
development only,6a98fd1ba4272c53be6457c3,normo360,85,184,-0.14458122881110755
development only,6a98fd1ba4272c53be6457c3,notgio,23,49,-0.10178269430994236
development only,6a98fd1ba4272c53be6457c3,nyrq,96,213,-0.18890052789199707
development only,6a98fd1ba4272c53be6457c3,r0zey,29,95,-0.7363193524251541
development only,6a98fd1ba4272c53be6457c3,razorinferno,0,0,0.0
development only,6a98fd1ba4272c53be6457c3,russ_ii,31,98,-0.6931471805599453
development only,6a98fd1ba4272c53be6457c3,s1gun,3,5,0.13353139262452257
development only,6a98fd1ba4272c53be6457c3,sandy_permata205,20,37,0.127833371509885
development only,6a98fd1ba4272c53be6457c3,sawitlovers,22,69,-0.6554068525770982
development only,6a98fd1ba4272c53be6457c3,shamus,27,56,-0.060624621816434854
development only,6a98fd1ba4272c53be6457c3,shinra67,70,137,0.0408219945202552
development only,6a98fd1ba4272c53be6457c3,shinylapse,1,4,-0.2876820724517809
development only,6a98fd1ba4272c53be6457c3,sleepy512pete,32,94,-0.5937747067467416
development only,6a98fd1ba4272c53be6457c3,smurf444,2,5,-0.13353139262452263
development only,6a98fd1ba4272c53be6457c3,sparadrap,72,138,0.08112554481236853
development only,6a98fd1ba4272c53be6457c3,stardast,11,28,-0.3184537311185346
development only,6a98fd1ba4272c53be6457c3,syr,18,42,-0.2318016140573243
development only,6a98fd1ba4272c53be6457c3,thefunk1,21,36,0.26236426446749106
development only,6a98fd1ba4272c53be6457c3,thomasxavier21,38,104,-0.5014797613477531
development only,6a98fd1ba4272c53be6457c3,titsygopro,24,47,0.03509131981127019
development only,6a98fd1ba4272c53be6457c3,tyrendemer825,12,30,-0.3022808718729337
development only,6a98fd1ba4272c53be6457c3,wall456,54,130,-0.3169117107667193
development only,6a98fd1ba4272c53be6457c3,warpis,84,159,0.10660973505825827
development only,6a98fd1ba4272c53be6457c3,whoisfabelaa,45,82,0.17435338714477774
development only,6a99bbffa4272c53be645f44,2811,38,73,0.07232066157962608
development only,6a99bbffa4272c53be645f44,acad,54,146,-0.49717353459766345
development only,6a99bbffa4272c53be645f44,aguxjuega99,0,0,0.0
development only,6a99bbffa4272c53be645f44,angrypikachu,32,61,0.08455738802806297
development only,6a99bbffa4272c53be645f44,bigbagmakaveli,7,31,-0.8823891801984737
development only,6a99bbffa4272c53be645f44,boat_sensei,31,56,0.1823215567939546
development only,6a99bbffa4272c53be645f44,bob38,16,29,0.15415067982725836
development only,6a99bbffa4272c53be645f44,boostedavian,0,0,0.0
development only,6a99bbffa4272c53be645f44,cadu_f,7,28,-0.7731898882334817
development only,6a99bbffa4272c53be645f44,chicco96,4,10,-0.2006706954621511
development only,6a99bbffa4272c53be645f44,christopher_0626,0,0,0.0
development only,6a99bbffa4272c53be645f44,cosmooo,59,100,0.3302416868705768
development only,6a99bbffa4272c53be645f44,dhforty4,35,76,-0.13976194237515874
development only,6a99bbffa4272c53be645f44,diegolq,26,60,-0.22957444164450025
development only,6a99bbffa4272c53be645f44,dietdrkelp,86,170,0.022223136784710256
development only,6a99bbffa4272c53be645f44,dragonzhx,1,5,-0.40546510810816444
development only,6a99bbffa4272c53be645f44,draxoz,30,73,-0.3158529494184773
development only,6a99bbffa4272c53be645f44,elliedark,15,42,-0.4700036292457356
development only,6a99bbffa4272c53be645f44,elluquitas96,79,147,0.14035735769492244
development only,6a99bbffa4272c53be645f44,emmia,2,6,-0.25131442828090605
development only,6a99bbffa4272c53be645f44,flipinton,45,144,-0.7323678937132265
development only,6a99bbffa4272c53be645f44,frappesdrinker,51,95,0.13353139262452257
development only,6a99bbffa4272c53be645f44,gigagoat,5,18,-0.587786664902119
development only,6a99bbffa4272c53be645f44,gst_chienpao,5,16,-0.4700036292457356
development only,6a99bbffa4272c53be645f44,hunter_316,30,68,-0.20585205420414873
development only,6a99bbffa4272c53be645f44,ibi0307ibi,2,25,-1.3862943611198906
development only,6a99bbffa4272c53be645f44,javiercazorla,22,54,-0.3150810466398954
development only,6a99bbffa4272c53be645f44,joshuasutherland21,76,147,0.06371581438610778
development only,6a99bbffa4272c53be645f44,jphenomenal,30,51,0.2972515234679317
development only,6a99bbffa4272c53be645f44,koehearts,40,75,0.11778303565638346
development only,6a99bbffa4272c53be645f44,lostp3nguin18,8,22,-0.3794896217049037
development only,6a99bbffa4272c53be645f44,luckyex888,28,61,-0.14107859825990549
development only,6a99bbffa4272c53be645f44,luffytaro_91,7,19,-0.3483066942682157
development only,6a99bbffa4272c53be645f44,mashuttv,12,33,-0.42488319396526597
development only,6a99bbffa4272c53be645f44,mazzi,13,43,-0.6649763035932491
development only,6a99bbffa4272c53be645f44,mimikyu1305,0,0,0.0
development only,6a99bbffa4272c53be645f44,mrcin0091,15,30,0.0
development only,6a99bbffa4272c53be645f44,muswa,45,86,0.083381608939051
development only,6a99bbffa4272c53be645f44,normo360,83,181,-0.15739217375142936
development only,6a99bbffa4272c53be645f44,nyrq,93,210,-0.21905356606268464
development only,6a99bbffa4272c53be645f44,ogprof151,0,0,0.0
development only,6a99bbffa4272c53be645f44,pauk55,68,145,-0.11625980611586197
development only,6a99bbffa4272c53be645f44,pikatravai,55,117,-0.11034805716886534
development only,6a99bbffa4272c53be645f44,radarada,29,56,0.06062462181643484
development only,6a99bbffa4272c53be645f44,ravenoussix,41,76,0.13976194237515863
development only,6a99bbffa4272c53be645f44,russ_ii,30,98,-0.7351113796589775
development only,6a99bbffa4272c53be645f44,santymcgoob,0,0,0.0
development only,6a99bbffa4272c53be645f44,satoyuta,0,0,0.0
development only,6a99bbffa4272c53be645f44,shinra67,71,137,0.06805346324501557
development only,6a99bbffa4272c53be645f44,speedy_paws,27,70,-0.40546510810816444
development only,6a99bbffa4272c53be645f44,superchocoobo,23,52,-0.1941560144409575
development only,6a99bbffa4272c53be645f44,supreme13,83,152,0.17327172127403678
development only,6a99bbffa4272c53be645f44,thugsbunny,17,32,0.09531017980432493
development only,6a99bbffa4272c53be645f44,ventrixd,59,121,-0.04580953603129422
development only,6a99bbffa4272c53be645f44,vitorinsky,48,105,-0.1568424714929697
development only,6a99bbffa4272c53be645f44,waittilltmrw,94,168,0.22567199766756846
development only,6a99bbffa4272c53be645f44,wall456,54,131,-0.3291818033585337
development only,6a99bbffa4272c53be645f44,whoisfabelaa,44,81,0.15415067982725836
development only,6a99bbffa4272c53be645f44,xzmacx13,0,6,-0.7884573603642702
development only,6a99bbffa4272c53be645f44,zzz_pocket,8,29,-0.6931471805599453
development only,6a9b22fba4272c53be646f96,acad,53,145,-0.5142679679569635
development only,6a9b22fba4272c53be646f96,bluejun99,6,17,-0.3746934494414107
development only,6a9b22fba4272c53be646f96,brxlyy,28,51,0.16430305129127634
development only,6a9b22fba4272c53be646f96,draxoz,28,71,-0.3746934494414107
development only,6a9b22fba4272c53be646f96,flipinton,45,146,-0.7514160886839211
development only,6a9b22fba4272c53be646f96,hunter_316,30,71,-0.2732933349996813
development only,6a9b22fba4272c53be646f96,jkhaled123,8,21,-0.325422400434628
development only,6a9b22fba4272c53be646f96,joshuasutherland21,79,150,0.10008345855698263
development only,6a9b22fba4272c53be646f96,matthewalex638,6,17,-0.3746934494414107
development only,6a9b22fba4272c53be646f96,muswa,40,81,-0.02197890671877523
development only,6a9b22fba4272c53be646f96,nunogdm,6,18,-0.4353180712578455
development only,6a9b22fba4272c53be646f96,nyrq,94,212,-0.2170645052378275
development only,6a9b22fba4272c53be646f96,r0zey,31,97,-0.6791609385852054
development only,6a9b22fba4272c53be646f96,waittilltmrw,89,166,0.1365755350057507
development only,6a9b4f52ab080c8c957fa3d7,2811,37,72,0.04879016416943205
development only,6a9b4f52ab080c8c957fa3d7,7earless,30,56,0.12136085700426753
development only,6a9b4f52ab080c8c957fa3d7,acad,55,143,-0.4382549309311553
development only,6a9b4f52ab080c8c957fa3d7,aisu2929,7,20,-0.40546510810816444
development only,6a9b4f52ab080c8c957fa3d7,alana,67,144,-0.13005312824819779
development only,6a9b4f52ab080c8c957fa3d7,aluchitcg,10,27,-0.38299225225610584
development only,6a9b4f52ab080c8c957fa3d7,arse,18,27,0.49643688631389105
development only,6a9b4f52ab080c8c957fa3d7,awbscene,11,37,-0.661398482245365
development only,6a9b4f52ab080c8c957fa3d7,azin,17,64,-0.8602012652231115
development only,6a9b4f52ab080c8c957fa3d7,birdnest,37,66,0.21130909366720696
development only,6a9b4f52ab080c8c957fa3d7,byleth2356,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,cabezon777,23,41,0.1967102942460543
development only,6a9b4f52ab080c8c957fa3d7,creatine,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,danimal,3,4,0.28768207245178085
development only,6a9b4f52ab080c8c957fa3d7,dashmd,26,76,-0.5733459807473247
development only,6a9b4f52ab080c8c957fa3d7,dyja1,11,36,-0.6286086594223742
development only,6a9b4f52ab080c8c957fa3d7,einstun,70,156,-0.19337139298053965
development only,6a9b4f52ab080c8c957fa3d7,elmarcoo,65,136,-0.08223809823697212
development only,6a9b4f52ab080c8c957fa3d7,essey,8,13,0.26236426446749106
development only,6a9b4f52ab080c8c957fa3d7,estanky0000,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,esteban0708,49,88,0.20479441264601322
development only,6a9b4f52ab080c8c957fa3d7,fishdino,7,13,0.0870113769896297
development only,6a9b4f52ab080c8c957fa3d7,fitypaldis,14,29,-0.05129329438755058
development only,6a9b4f52ab080c8c957fa3d7,freddieju,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,gunnmgirl,5,17,-0.5306282510621704
development only,6a9b4f52ab080c8c957fa3d7,guunnz,69,124,0.2097205309820691
development only,6a9b4f52ab080c8c957fa3d7,hajime9009,1,2,0.0
development only,6a9b4f52ab080c8c957fa3d7,hanaex,3,6,0.0
development only,6a9b4f52ab080c8c957fa3d7,hectordf,17,39,-0.20479441264601328
development only,6a9b4f52ab080c8c957fa3d7,hunter_316,27,65,-0.2954642128938359
development only,6a9b4f52ab080c8c957fa3d7,ibfasting,76,143,0.11778303565638346
development only,6a9b4f52ab080c8c957fa3d7,ibi0307ibi,3,21,-1.0560526742493137
development only,6a9b4f52ab080c8c957fa3d7,indigonix,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,invincib13,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,jayswan,3,10,-0.40546510810816444
development only,6a9b4f52ab080c8c957fa3d7,jetskiforless,11,30,-0.40546510810816444
development only,6a9b4f52ab080c8c957fa3d7,jhove,18,48,-0.419853845560264
development only,6a9b4f52ab080c8c957fa3d7,joshuasutherland21,81,147,0.19166741921219227
development only,6a9b4f52ab080c8c957fa3d7,kabesu,29,48,0.3483066942682158
development only,6a9b4f52ab080c8c957fa3d7,karasutcgp,38,101,-0.4583075894825443
development only,6a9b4f52ab080c8c957fa3d7,kaykaycuppy,9,25,-0.40546510810816444
development only,6a9b4f52ab080c8c957fa3d7,kazulecasu,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,knowticetko,12,34,-0.46262352194811296
development only,6a9b4f52ab080c8c957fa3d7,koehearts,40,74,0.14310084364067324
development only,6a9b4f52ab080c8c957fa3d7,koratta,6,11,0.09531017980432493
development only,6a9b4f52ab080c8c957fa3d7,kovacs469,49,89,0.1823215567939546
development only,6a9b4f52ab080c8c957fa3d7,kto206,55,126,-0.2363887780642304
development only,6a9b4f52ab080c8c957fa3d7,lanora,81,150,0.1502822030493379
development only,6a9b4f52ab080c8c957fa3d7,leviedelman,8,22,-0.3794896217049037
development only,6a9b4f52ab080c8c957fa3d7,lolocatchem,15,33,-0.13976194237515874
development only,6a9b4f52ab080c8c957fa3d7,lv80mewtwo,21,68,-0.6931471805599453
development only,6a9b4f52ab080c8c957fa3d7,masarupoke,0,2,-0.3364722366212129
development only,6a9b4f52ab080c8c957fa3d7,melma,19,39,-0.040821994520255166
development only,6a9b4f52ab080c8c957fa3d7,minato,138,220,0.49693651160532365
development only,6a9b4f52ab080c8c957fa3d7,miqueas0828,9,29,-0.579818495252942
development only,6a9b4f52ab080c8c957fa3d7,mokaceli,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,mrd,27,64,-0.2719337154836418
development only,6a9b4f52ab080c8c957fa3d7,nagetto_zuki,30,52,0.2595111954850846
development only,6a9b4f52ab080c8c957fa3d7,normo360,81,179,-0.18038169197612808
development only,6a9b4f52ab080c8c957fa3d7,novamaygray,5,10,0.0
development only,6a9b4f52ab080c8c957fa3d7,nyrq,92,208,-0.22107956709335827
development only,6a9b4f52ab080c8c957fa3d7,oscarparra,37,78,-0.09097177820572676
development only,6a9b4f52ab080c8c957fa3d7,packluckfc,26,52,0.0
development only,6a9b4f52ab080c8c957fa3d7,phob1a,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,pikapeach,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,pikatravai,54,115,-0.11211729812070612
development only,6a9b4f52ab080c8c957fa3d7,potterman,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,power_cosmuk,8,29,-0.6931471805599453
development only,6a9b4f52ab080c8c957fa3d7,r0zey,32,99,-0.665748206371831
development only,6a9b4f52ab080c8c957fa3d7,ravenoussix,43,77,0.20763936477824455
development only,6a9b4f52ab080c8c957fa3d7,rekkatherapy,33,90,-0.4895482253187058
development only,6a9b4f52ab080c8c957fa3d7,richyrich1999,5,16,-0.4700036292457356
development only,6a9b4f52ab080c8c957fa3d7,russ_ii,31,100,-0.7205461547480597
development only,6a9b4f52ab080c8c957fa3d7,seiren,10,28,-0.4274440148269396
development only,6a9b4f52ab080c8c957fa3d7,sekensirazu,10,17,0.22314355131420976
development only,6a9b4f52ab080c8c957fa3d7,sekkarou,10,17,0.22314355131420976
development only,6a9b4f52ab080c8c957fa3d7,shamus,19,49,-0.37729423114146804
development only,6a9b4f52ab080c8c957fa3d7,shinra67,64,129,-0.014388737452099556
development only,6a9b4f52ab080c8c957fa3d7,sorao,8,10,0.6190392084062235
development only,6a9b4f52ab080c8c957fa3d7,sunfighter,4,25,-1.0608719606852628
development only,6a9b4f52ab080c8c957fa3d7,supreme13,79,149,0.11332868530700327
development only,6a9b4f52ab080c8c957fa3d7,tafuri07,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,themadhimalayan,7,34,-0.9808292530117262
development only,6a9b4f52ab080c8c957fa3d7,theogenes86,8,19,-0.2076393647782445
development only,6a9b4f52ab080c8c957fa3d7,tosaze,10,28,-0.4274440148269396
development only,6a9b4f52ab080c8c957fa3d7,tucassis,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,ur_ciao,8,14,0.16705408466316624
development only,6a9b4f52ab080c8c957fa3d7,ventrixd,56,117,-0.07878087785311434
development only,6a9b4f52ab080c8c957fa3d7,victorssito,92,155,0.35520327332727614
development only,6a9b4f52ab080c8c957fa3d7,vikipedia,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,vitorinsky,50,107,-0.11980119981262065
development only,6a9b4f52ab080c8c957fa3d7,voicingchip,4,7,0.11778303565638346
development only,6a9b4f52ab080c8c957fa3d7,waittilltmrw,94,167,0.23841102344499815
development only,6a9b4f52ab080c8c957fa3d7,wall456,54,131,-0.3291818033585337
development only,6a9b4f52ab080c8c957fa3d7,xanxus28,0,0,0.0
development only,6a9b4f52ab080c8c957fa3d7,xastur,50,103,-0.05310982531394841
development only,6a9b4f52ab080c8c957fa3d7,yosh,0,0,0.0
development only,6a9c4f47a4272c53be647ff7,azin,21,68,-0.6931471805599453
development only,6a9c4f47a4272c53be647ff7,bart22,0,0,0.0
development only,6a9c4f47a4272c53be647ff7,chaserz,0,0,0.0
development only,6a9c4f47a4272c53be647ff7,drakioxp,0,0,0.0
development only,6a9c4f47a4272c53be647ff7,jeffrj021,0,0,0.0
development only,6a9c4f47a4272c53be647ff7,roderick,0,0,0.0
development only,6a9c4f47a4272c53be647ff7,sahara_ishizu,0,0,0.0
development only,6a9c4f47a4272c53be647ff7,victor13,0,0,0.0
development only,6a9d55b3ab080c8c957fbaa6,7l,20,45,-0.1823215567939546
development only,6a9d55b3ab080c8c957fbaa6,acad,52,145,-0.5419162108360218
development only,6a9d55b3ab080c8c957fbaa6,adi1906,42,75,0.21256144198367288
development only,6a9d55b3ab080c8c957fbaa6,aldous,52,119,-0.2336148511815052
