archetype,rank_sept10,rank_window,dustin,player,display_name,event_id,event_name,event_size,date,placing,drop,record,deck_id,cards_carried,url
Dedenne ex Indeedee ex,17,16,True,kingscom,Kingscom,6a8ea2690580a332c8420304,Rozey Birthday Pop Up By Dark league,29,2026-08-26,21,,1-4-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8ea2690580a332c8420304/player/kingscom/decklist
Dedenne ex Indeedee ex,17,16,True,isez,isez,6a94b2ffabb9482237504367,♨️Sauna X Almond POG Tournament #24|10USD + FA!,110,2026-09-02,22,,4-2-1,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a94b2ffabb9482237504367/player/isez/decklist
Dedenne ex Indeedee ex,17,16,True,shmo,shmo,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,23,,4-2-1,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/shmo/decklist
Dedenne ex Indeedee ex,17,16,True,noobslybot_01,PLASMA| Moira,6a789b5ccdc0391d7fa61ba9,The Dark League | CELEBRATORY FANFARE 685$ Value,120,2026-09-05,24,,4-3-1,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a789b5ccdc0391d7fa61ba9/player/noobslybot_01/decklist
Dedenne ex Indeedee ex,17,16,True,portlandpoliwags,PortlandPoliwags,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30,24,,4-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/portlandpoliwags/decklist
Dedenne ex Indeedee ex,17,16,True,hate_hardpeach,Hate_HardPeach,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05,25,,6-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/hate_hardpeach/decklist
Dedenne ex Indeedee ex,17,16,True,bborsx,Bborsx,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,26,,4-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x2,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/bborsx/decklist
Dedenne ex Indeedee ex,17,16,True,tendoreezy,tendoreezy,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11,28,,3-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/tendoreezy/decklist
Dedenne ex Indeedee ex,17,16,True,tendoreezy,tendoreezy,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,30,,4-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/tendoreezy/decklist
Dedenne ex Indeedee ex,17,16,True,isanpum,𝐅𝐈𝐑𝐄 | isanpum,6aaac3d9f1243e65f9802bad,🥊 20$ BEC'S KING OF THE HILL - ANY FA PRIZE!,95,2026-09-18,33,,1-1-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aaac3d9f1243e65f9802bad/player/isanpum/decklist
Dedenne ex Indeedee ex,17,16,True,chicco96,chicco96,6a99bbffa4272c53be645f44,Block Dragon Pop Up (RR Team Rockets Raticate),60,2026-09-03,35,,2-4-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x2,https://play.limitlesstcg.com/tournament/6a99bbffa4272c53be645f44/player/chicco96/decklist
Dedenne ex Indeedee ex,17,16,True,hanzee,Hanzee,6a7e2db92b308b6067b531d2,Umbreon99's Aura Sphere #5: $5 USD + OAK,89,2026-09-18,38,,1-5-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a7e2db92b308b6067b531d2/player/hanzee/decklist
Dedenne ex Indeedee ex,17,16,True,meymuus,Meymuus,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12,43,,3-4-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1; Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/meymuus/decklist
Dedenne ex Indeedee ex,17,16,True,aquamarinee,AquamarineE,6aa682e4f1243e65f97ffebe,The PokeBounty Showdown Sunday Pop Up,83,2026-09-13,43,,2-4-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa682e4f1243e65f97ffebe/player/aquamarinee/decklist
Dedenne ex Indeedee ex,17,16,True,acad,Acad,6aa7cd2ff1243e65f9800e0f,TBC KELP CLASSIC 10th ANNIVERSARY- $10 + FA CYRUS,78,2026-09-15,45,,1-6-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa7cd2ff1243e65f9800e0f/player/acad/decklist
Dedenne ex Indeedee ex,17,16,True,iduh,𝗠𝗲𝗴𝗮 Iduh 𝗘𝗫,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28,51,,1-5-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/iduh/decklist
Dedenne ex Indeedee ex,17,16,True,kabesu,KABESU,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,62,,6-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/kabesu/decklist
Dedenne ex Indeedee ex,17,16,True,acad,Acad,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,62,,3-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/acad/decklist
Dedenne ex Indeedee ex,17,16,True,tendoreezy,tendoreezy,6a9829c8a4272c53be644d74,The PokeBounty Showdown $1000 Prize Pool (#1),132,2026-09-07,64,,2-4-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9829c8a4272c53be644d74/player/tendoreezy/decklist
Dedenne ex Indeedee ex,17,16,True,jefe_tribal10,Jefe_tribal10,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,64,5,2-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/jefe_tribal10/decklist
Dedenne ex Indeedee ex,17,16,True,rome90,Rome90,6aa6410b38886b36383be710,🏰FORT TOURNAMENTS POCKET DEBUT🏰 $20 + FA CARDS,114,2026-09-14,75,3,1-2-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa6410b38886b36383be710/player/rome90/decklist
Dedenne ex Indeedee ex,17,16,True,thefossilman,TheFossilMan,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,76,4,1-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/thefossilman/decklist
Dedenne ex Indeedee ex,17,16,True,gigagoat,GigaGoat,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28,76,4,1-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/gigagoat/decklist
Dedenne ex Indeedee ex,17,16,True,antimetazoo_wiki,AntiMetaZoo_Wiki,6a9dc423ab080c8c957fc250,The Breakfast Club Nightly-$20,118,2026-09-07,94,,1-6-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x2,https://play.limitlesstcg.com/tournament/6a9dc423ab080c8c957fc250/player/antimetazoo_wiki/decklist
Dedenne ex Indeedee ex,17,16,True,jupitrar,Jupitrar,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28,94,1,0-1-0,dedenne-ex-b3b-indeedee-ex-b1,Rocky Helmet x2,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/jupitrar/decklist
Dedenne ex Indeedee ex,17,16,True,dragby,Dragby,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,109,,4-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/dragby/decklist
Dedenne ex Indeedee ex,17,16,True,hate_hardpeach,Hate_HardPeach,6a9dc423ab080c8c957fc250,The Breakfast Club Nightly-$20,118,2026-09-07,112,,0-7-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9dc423ab080c8c957fc250/player/hate_hardpeach/decklist
Dedenne ex Indeedee ex,17,16,True,ashoka,Ashoka,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,132,6,3-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/ashoka/decklist
Dedenne ex Indeedee ex,17,16,True,mrmal15,MrMal15,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,160,6,2-4-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/mrmal15/decklist
Dedenne ex Indeedee ex,17,16,True,travisty,Travisty,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,234,2,1-1-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/travisty/decklist
Dedenne ex Indeedee ex,17,16,True,bborsx,Bborsx,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,,2,0-2-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x2,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/bborsx/decklist
Dedenne ex Indeedee ex,17,16,True,redmaicon,𝗧𝗠𝗔 _MAICONRED,6a96069dabb9482237504f7f,Plasma Daily #22| Team Rocket's Ambitions| FA Card,113,2026-09-01,,2,0-2-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x2,https://play.limitlesstcg.com/tournament/6a96069dabb9482237504f7f/player/redmaicon/decklist
Dedenne ex Indeedee ex,17,16,True,mrmal15,MrMal15,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30,,5,2-3-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/mrmal15/decklist
Dedenne ex Indeedee ex,17,16,True,titsygopro,titsygopro,6a9e12feab080c8c957fc84e,♨️Sauna X Ev4de POG Tournament #27|10 USD+Top 4 FA,73,2026-09-11,,4,2-2-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9e12feab080c8c957fc84e/player/titsygopro/decklist
Dedenne ex Indeedee ex,17,16,True,isanpum,𝐅𝐈𝐑𝐄 | isanpum,6ab3aa2de905c1db68748664,TH Event's Presents: When DX Pack?!|5$ + FA's!,68,2026-09-23,,1,0-1-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6ab3aa2de905c1db68748664/player/isanpum/decklist
Dedenne ex Indeedee ex,17,16,True,ld,LuDo ,6aa1e900a4272c53be64c5ce,THE BREAKFAST CLUB KELP CLASSIC #9 - $5,64,2026-09-10,,5,4-1-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa1e900a4272c53be64c5ce/player/ld/decklist
Dedenne ex Indeedee ex,17,16,True,foulzzx,foulzzx,6aa6942138886b36383be9a3,DR KELP’S CHUM BUCKET POP UP - FA COPYCAT,38,2026-09-13,,1,0-1-0,dedenne-ex-b3b-indeedee-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa6942138886b36383be9a3/player/foulzzx/decklist
Mega Altaria ex,19,21,False,normo360,𝗠𝗮𝗴𝗺𝗮 StorM,6a96b86babb948223750549c,Dark League Pop Up,46,2026-09-01,27,,0-6-0,mega-altaria-ex-b1,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a96b86babb948223750549c/player/normo360/decklist
Mega Altaria ex,19,21,False,ventrixd,VentriXD,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,318,2,0-2-0,mega-altaria-ex-b1,Rocky Helmet x2,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/ventrixd/decklist
Garchomp,21,29,True,cosmooo,FrogEX | Cosmo,6a91426eabb94822375023de,Dark League Pop Up,21,2026-08-28,2,,6-3-0,garchomp-b4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a91426eabb94822375023de/player/cosmooo/decklist
Garchomp,21,29,True,scrat6962,TBC | Testi,6a947113629039f77d8a5c46,Dark League Pop Up,57,2026-08-30,12,,5-3-0,garchomp-b4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a947113629039f77d8a5c46/player/scrat6962/decklist
Garchomp,21,29,True,tetrycy,Tetrycy,6a90c1890580a332c842170e,🚀Nuggie's POG Tourney #14 $25 Winner Takes ALL🚀,106,2026-08-30,27,,4-3-0,garchomp-b4a,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a90c1890580a332c842170e/player/tetrycy/decklist
Garchomp,21,29,True,lockpick04,Lockpick04,6a90e8157a62de8130140dee,The Breakfast Club Xastur's Showdown-$5+OAK+,97,2026-08-28,63,4,1-3-0,garchomp-b4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a90e8157a62de8130140dee/player/lockpick04/decklist
Garchomp,21,29,True,alexapost7,Alexapost7,6a78c5912b308b6067b4f421,Tournament Vegegras cash prize 100usd,116,2026-09-05,68,,1-6-0,garchomp-b4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a78c5912b308b6067b4f421/player/alexapost7/decklist
Garchomp,21,29,True,zsway,Zsway,6a9f6899a4272c53be64a894,Umbreon99's Team Rocket's Bash: $10 USD + 🌈,172,2026-09-08,72,,3-4-0,garchomp-b4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9f6899a4272c53be64a894/player/zsway/decklist
Garchomp,21,29,True,ka1z0,Ka1z0,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,292,3,1-2-0,garchomp-a2,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/ka1z0/decklist
Garchomp,21,29,True,ninjabunny,ninjabunny,6a8c5eb881741245b151d7e3,PMPT #44 - TEAM ROCKETS AMBITION!!! | $100 USD,378,2026-08-29,360,1,0-1-0,garchomp-b4a,Protective Poncho x2,https://play.limitlesstcg.com/tournament/6a8c5eb881741245b151d7e3/player/ninjabunny/decklist
Garchomp,21,29,True,christia1993n,christia1993n,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28,,3,1-2-0,garchomp-b4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/christia1993n/decklist
Garchomp,21,29,True,mikamika_tti,MikaMika_tti,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28,,2,1-1-0,garchomp-b4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/mikamika_tti/decklist
Garchomp,21,29,True,nj_210zz,Nj_210zz,6a901ac60580a332c8420eaa,‼️$20 BEC'S 📛NEW SET PARTY - FA PRIZES🔻,133,2026-08-28,,1,0-1-0,garchomp-b4a,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a901ac60580a332c8420eaa/player/nj_210zz/decklist
Garchomp,21,29,True,paabloo64,Pablo Fernández,6a9718fd629039f77d8a790e,Plasma Daily #23| Team Rocket's Ambitions| FA Card,119,2026-09-02,,5,2-3-0,garchomp-b4a,Rocky Helmet x1,https://play.limitlesstcg.com/tournament/6a9718fd629039f77d8a790e/player/paabloo64/decklist
Dragonair Mega Rayquaza ex,22,6,True,thefossilman,TheFossilMan,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,1,,11-2-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/thefossilman/decklist
Dragonair Mega Rayquaza ex,22,6,True,minato,minato,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,1,,11-1-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/minato/decklist
Dragonair Mega Rayquaza ex,22,6,True,victorssito,PGX | victorssito,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,2,,8-3-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/victorssito/decklist
Dragonair Mega Rayquaza ex,22,6,True,minato,minato,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,2,,9-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/minato/decklist
Dragonair Mega Rayquaza ex,22,6,True,megaanyaex,𝗠𝗲𝗴𝗮 Anya 𝗘𝗫,6aa682e4f1243e65f97ffebe,The PokeBounty Showdown Sunday Pop Up,83,2026-09-13,3,,7-2-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa682e4f1243e65f97ffebe/player/megaanyaex/decklist
Dragonair Mega Rayquaza ex,22,6,True,pauk55,𝗠𝗢𝗡𝗢 . Pauk,6aa2a732a4272c53be64cdf1,DR KELP’S CHUM BUCKET POP UP,37,2026-09-10,3,,6-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x2,https://play.limitlesstcg.com/tournament/6aa2a732a4272c53be64cdf1/player/pauk55/decklist
Dragonair Mega Rayquaza ex,22,6,True,niev,Thiago Augusto,6aa5a7da38886b36383bdfcd,🇧🇷 Hit Sparrow #12 | TCG Pocket,17,2026-09-16,3,,3-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa5a7da38886b36383bdfcd/player/niev/decklist
Dragonair Mega Rayquaza ex,22,6,True,draxoz,DraXoZ,6a9b22fba4272c53be646f96,OTS Pokemon TCG Pocket Arena Pop Up,14,2026-09-04,3,,3-2-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a9b22fba4272c53be646f96/player/draxoz/decklist
Dragonair Mega Rayquaza ex,22,6,True,minato,minato,6aa0471eab080c8c957fe27d,The PokeBounty Showdown $1000 Prize Pool (#2NA),142,2026-09-14,4,,7-1-2,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa0471eab080c8c957fe27d/player/minato/decklist
Dragonair Mega Rayquaza ex,22,6,True,harian,Harian,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,5,,8-2-2,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/harian/decklist
Dragonair Mega Rayquaza ex,22,6,True,johtopack,CIRC | Elegant,6a989e74a4272c53be6453c4,🔥 TBC × HYPE PACKS: AFTERMADS #1 — $150 🔥,134,2026-09-13,6,,8-2-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a989e74a4272c53be6453c4/player/johtopack/decklist
Dragonair Mega Rayquaza ex,22,6,True,isez,isez,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16,6,,6-2-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/isez/decklist
Dragonair Mega Rayquaza ex,22,6,True,nuggie_d,Nuggie_D,6a98b6dfab080c8c957f8554,Block Dragon Pop Up (RR Vespiquen),48,2026-09-03,6,,5-2-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x1,https://play.limitlesstcg.com/tournament/6a98b6dfab080c8c957f8554/player/nuggie_d/decklist
Dragonair Mega Rayquaza ex,22,6,True,kayjay,KayJay,6aaad41638886b36383c1ad5,Pop Up Series 9 || FA OAK,27,2026-09-17,6,,3-2-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aaad41638886b36383c1ad5/player/kayjay/decklist
Dragonair Mega Rayquaza ex,22,6,True,njjord7,FrogEX | Njord,6aa22425a4272c53be64ca36,The Breakfast Club Daily #5-$5 + FA,112,2026-09-10,9,,6-2-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa22425a4272c53be64ca36/player/njjord7/decklist
Dragonair Mega Rayquaza ex,22,6,True,preluxe,𝗠𝗮𝗴𝗺𝗮 Preluxe,6aac7e78f127b1b52c27ba59,$40 USD+FA | 巫獅對戰塔盃 LeoWizard BattleTower Cup #12,112,2026-09-19,9,,7-1-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aac7e78f127b1b52c27ba59/player/preluxe/decklist
Dragonair Mega Rayquaza ex,22,6,True,megaanyaex,𝗠𝗲𝗴𝗮 Anya 𝗘𝗫,6aa6942138886b36383be9a3,DR KELP’S CHUM BUCKET POP UP - FA COPYCAT,38,2026-09-13,9,,4-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6942138886b36383be9a3/player/megaanyaex/decklist
Dragonair Mega Rayquaza ex,22,6,True,isez,isez,6a7e2b83cdc0391d7fa65afb,Umbreon99's Aura Sphere #4: $15 USD + Oak,219,2026-09-11,10,,9-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6a7e2b83cdc0391d7fa65afb/player/isez/decklist
Dragonair Mega Rayquaza ex,22,6,True,boat_sensei,𝗕𝗢𝗔𝗧 | Sensei,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12,11,,6-2-2,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/boat_sensei/decklist
Dragonair Mega Rayquaza ex,22,6,True,fitypaldis,Fitypaldis,6a8b75058302ae761e5fab7e,FAREWELL B4!|2x Hoopa ex RR Prize+More!|TH Series,81,2026-08-26,11,,5-2-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2; Protective Poncho x1,https://play.limitlesstcg.com/tournament/6a8b75058302ae761e5fab7e/player/fitypaldis/decklist
Dragonair Mega Rayquaza ex,22,6,True,pylantrao,PylanTrao,6aa89ad438886b36383c071a,✧･❀🌸Flutter Festival Debut! -15$🌸❀･✧,80,2026-09-16,11,,6-2-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa89ad438886b36383c071a/player/pylantrao/decklist
Dragonair Mega Rayquaza ex,22,6,True,flameking3,FLAMEKING3,6aa6eed0f1243e65f9800555,🩷random r0zey pop up #3 | $25 + FA🩷,146,2026-09-13,12,,6-3-0,dragonair-mega-rayquaza-ex-b4,Protective Poncho x1,https://play.limitlesstcg.com/tournament/6aa6eed0f1243e65f9800555/player/flameking3/decklist
Dragonair Mega Rayquaza ex,22,6,True,pauk55,𝗠𝗢𝗡𝗢 . Pauk,6aa6942138886b36383be9a3,DR KELP’S CHUM BUCKET POP UP - FA COPYCAT,38,2026-09-13,12,,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa6942138886b36383be9a3/player/pauk55/decklist
Dragonair Mega Rayquaza ex,22,6,True,guunnz,𝗠𝗢𝗡⭐️ | guunnz,6ab04f7fe905c1db6874671c,Xasturpice Theater 🎭 #1 | 🏆 Full Art Oak,22,2026-09-21,12,,3-3-0,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6ab04f7fe905c1db6874671c/player/guunnz/decklist
Dragonair Mega Rayquaza ex,22,6,True,elatomico,PGX| El Atomico,6aa17ddeab080c8c957ff0fe,Dark League Pocket Tournament | 20$USD Prize Pool,118,2026-09-12,13,,6-3-1,dragonair-mega-rayquaza-ex-b4,Gouging Fire x2,https://play.limitlesstcg.com/tournament/6aa17ddeab080c8c957ff0fe/player/elatomico/decklist
